CLONE,YEAR,STAGE,LOC,CROP,REP,T_SPACRE,TRS_TON,TCA,POPN,MSTWT,FIBER,,,
HOCP04-838,2013,5,ALLAINS,2,2,9333,09    303.770,30.7,48768.5,1.26,,,,
L01-283,2013,5,BRUNSWICK,2,2,10495,78    319.480,32.9,52147.1,1.26,,,,
L01-283,2018,3,IRS,2,2,5483,71    211.967,25.9,41064.3,1.26,,,,
HOCP96-540,2019,5,MAGNOLIA,2,3,3776,83    300.680,12.6,19938,1.26,,,,
L01-299,2019,5,ALLAINS,1,3,6227,80    258.900,24.1,38182.3,1.26,,,,
HOCP04-838,2015,5,MARY,2,1,6338,20    232.011,27.3,43362.8,1.26,,,,
L01-299,2015,5,MAGNOLIA,2,2,8921,59    326.576,27.3,43362.8,1.26,,,,
HOCP04-838,2016,5,ALMA,3,1,6642,00    233.431,28.5,45164.7,1.26,,,,
HOCP04-838,2016,5,BRUNSWICK,1,2,5544,42    335.331,16.5,26244.7,1.26,,,,
L03-371,2016,5,LANDRY,2,2,7570,94    297.204,25.5,40434.7,1.26,,,,
HOCP00-950,2017,5,LANDRY,3,2,6840,09    294.787,23.2,36830.9,1.26,,,,
L01-299,2019,5,STJOHN,3,3,6634,55    187.380,35.4,56201.4,1.26,,,,
L01-283,2016,3,IRS,2,1,8256,70    277.726,29.7,47190,1.26,,,,
HOCP04-838,2016,5,BONSECOUR,2,3,5708,52    284.265,20.1,31875.7,1.26,,,,
HOCP04-838,2017,5,LANDRY,3,2,6622,67    233.918,28.3,44939.5,1.26,,,,
HOCP00-950,2010,5,ALLAINS,2,1,3375,10    295.320,11.4,17997.8,1.27,,,,
L01-283,2010,5,MAGNOLIA,2,3,4430,30    239.170,18.5,29171,1.27,,,,
L01-299,2010,5,LANDRY,2,3,6539,68    247.060,26.5,41685,1.27,,,,
L01-299,2010,5,MAGNOLIA,2,1,4455,75    276.560,16.1,25372.1,1.27,,,,
HOCP00-950,2011,5,ALLAINS,1,2,5731,79    311.820,18.4,28947.6,1.27,,,,
HOCP04-838,2011,5,STJOHN,3,3,2845,93    276.480,10.3,16210.1,1.27,,,,
L01-283,2013,5,ALLAINS,3,2,9707,63    313.040,31,48835.9,1.27,,,,
L99-233,2013,5,LANAUX,2,3,5417,90    277.600,19.5,30735.3,1.27,,,,
HOCP96-540,2019,5,MAGNOLIA,3,1,3467,54    289.053,12,18891.6,1.27,,,,
L01-299,2015,5,MAGNOLIA,2,3,8640,40    326.422,26.5,41685,1.27,,,,
HOCP96-540,2019,5,ALLAINS,1,2,5067,88    229.616,22.1,34757.6,1.27,,,,
L01-283,2019,5,RHEBERT,2,1,5735,47    238.405,24.1,37886.1,1.27,,,,
HOCP04-838,2019,5,ALLAINS,3,1,2587,93    266.088,9.7,15316.2,1.27,,,,
HOCP96-540,2019,5,MARY,1,2,4084,93    158.573,25.8,40567.7,1.27,,,,
HOCP00-950,2015,5,BONSECOUR,3,1,6051,81    312.351,19.4,30511.8,1.27,,,,
L01-299,2015,5,RHEBERT,2,2,8210,67    268.453,30.6,48165.5,1.27,,,,
HOCP00-950,2017,5,MAGNOLIA,2,2,4044,42    321.910,12.6,19785.5,1.27,,,,
L01-283,2019,5,ALLAINS,3,1,5802,45    286.875,20.2,31852.6,1.27,,,,
HOCP00-950,2015,5,LANAUX,3,2,4968,16    240.564,20.7,32523,1.27,,,,
HOCP04-838,2015,5,FMARTIN,2,2,6212,04    300.794,20.7,32523,1.27,,,,
HOCP04-838,2016,5,ALLAINS,1,2,3642,99    307.313,11.9,18668.2,1.27,,,,
L99-233,2015,5,BONSECOUR,3,1,5831,33    260.852,22.4,35204.6,1.27,,,,
L01-299,2016,3,AFH,2,2,7244,16    237.187,30.5,48097.5,1.27,,,,
L99-233,2012,5,FMARTIN,2,3,6256,34    307.550,20.4,31890.7,1.275,,,,
HOCP00-950,2010,5,MAGNOLIA,2,1,3858,07    265.100,14.6,22739.4,1.28,,,,
HOCP04-838,2011,5,FMARTIN,1,3,4961,98    344.310,14.4,22517.7,1.28,,,,
HOCP04-838,2011,5,GLENWOOD,1,2,12604,15    305.700,41.2,64422.6,1.28,,,,
HOCP96-540,2011,5,MAGNOLIA,2,2,7534,00    326.610,23.1,36042.6,1.28,,,,
L99-233,2011,5,BONSECOUR,3,1,7774,22    262.690,29.6,46241.6,1.28,,,,
L99-233,2011,5,GLENWOOD,2,3,9062,44    256.940,35.3,55110.4,1.28,,,,
L01-283,2013,5,MARY,2,2,8459,61    280.470,30.2,47128.5,1.28,,,,
L99-233,2013,5,GLENWOOD,1,2,6482,49    277.610,23.4,36486,1.28,,,,
L01-283,2015,5,MARY,1,2,5891,40    220.185,26.8,41807.2,1.28,,,,
HOCP00-950,2016,5,ALMA,3,1,4820,78    284.151,17,26508.6,1.28,,,,
HOCP04-838,2019,5,GLENWOOD,3,2,8106,74    259.022,31.3,48902.2,1.28,,,,
HOCP04-838,2016,5,MAGNOLIA,1,2,2353,27    303.960,7.7,12096.9,1.28,,,,
L01-283,2016,5,BONSECOUR,2,1,6551,73    306.665,21.4,33381.9,1.28,,,,
HOCP04-838,2019,5,GLENWOOD,4,3,3797,12    150.705,25.2,39368.3,1.28,,,,
L01-299,2016,5,GLENWOOD,2,2,7834,01    286.705,27.3,42694.1,1.28,,,,
HOCP04-838,2016,3,IRS,2,1,5720,90    285.508,20,31308.7,1.28,,,,
HOCP04-838,2015,5,GLENWOOD,1,2,7066,08    248.286,28.5,44467.9,1.28,,,,
L01-283,2019,5,RHEBERT,2,3,6480,23    247.440,26.2,40920.4,1.28,,,,
L01-299,2019,5,ALMA,3,3,5603,88    227.539,24.6,38481.5,1.28,,,,
L01-299,2017,3,STG,2,2,9972,39    281.477,35.4,55357.5,1.28,,,,
L01-299,2010,5,LANAUX,3,3,5407,17    246.510,21.9,34007.6,1.29,,,,
HO95-988,2011,5,BRUNSWICK,3,3,5589,17    270.560,20.7,32027.6,1.29,,,,
L01-283,2011,5,LANAUX,2,1,7787,58    302.240,25.8,39947.6,1.29,,,,
L99-233,2013,3,IRS,2,2,8434,71    262.000,32.2,49912.5,1.29,,,,
HOCP04-838,2013,5,GLENWOOD,3,1,5111,21    289.130,17.7,27407.6,1.29,,,,
L01-299,2013,5,GLENWOOD,2,2,5733,33    193.710,29.6,45887.6,1.29,,,,
L99-233,2013,5,BONSECOUR,1,2,7197,50    268.970,26.8,41487.6,1.29,,,,
L01-283,2019,3,IRS,2,1,8801,85    267.328,32.9,51046.8,1.29,,,,
HOCP00-950,2014,5,FMARTIN,1,2,6800,83    285.994,23.8,36867.6,1.29,,,,
L99-233,2014,5,MARY,2,2,6864,78    303.156,22.6,35107.6,1.29,,,,
HOCP04-838,2015,5,BONSECOUR,3,2,6595,32    285.882,23.1,35767.6,1.29,,,,
HOCP04-838,2015,5,LANDRY,1,1,8200,11    298.522,27.5,42587.6,1.29,,,,
HOCP04-838,2015,5,MAGNOLIA,1,3,4278,34    318.782,13.4,20807.6,1.29,,,,
L01-283,2015,5,ALLAINS,1,3,8682,65    338.844,25.6,39727.6,1.29,,,,
L01-283,2015,5,MARY,2,3,5552,10    229.375,24.2,37527.6,1.29,,,,
L01-299,2015,5,BONSECOUR,3,1,7560,27    272.415,27.8,43027.6,1.29,,,,
L03-371,2015,5,ALLAINS,1,2,6701,68    331.240,20.2,31367.6,1.29,,,,
HOCP96-540,2016,3,MEL,1,2,4103,19    318.634,12.9,19965,1.29,,,,
HOCP96-540,2016,3,STO,1,2,4103,19    318.634,12.9,19965,1.29,,,,
HOCP00-950,2016,5,FMARTIN,1,1,6441,71    350.333,18.4,28507.6,1.29,,,,
HOCP04-838,2016,5,ALMA,0,2,11394,83    321.748,35.4,54907.6,1.29,,,,
HOCP04-838,2016,5,ALMA,2,2,7372,19    283.002,26.1,40387.6,1.29,,,,
HOCP04-838,2016,5,RHEBERT,3,1,7766,61    288.706,26.9,41707.6,1.29,,,,
HOCP96-540,2016,5,RHEBERT,2,3,7743,58    250.807,30.9,47867.6,1.29,,,,
L01-283,2016,5,ALLAINS,1,3,5794,37    317.578,18.2,28287.6,1.29,,,,
L01-283,2016,5,MARY,1,1,4972,30    319.774,15.5,24107.6,1.29,,,,
L99-226,2016,5,MAGNOLIA,1,2,3115,24    315.518,9.9,15307.6,1.29,,,,
L01-283,2019,5,MAGNOLIA,1,3,4316,77    272.641,15.8,24547.6,1.29,,,,
L01-299,2019,5,LANDRY,3,1,8374,60    271.233,30.9,47684.9,1.295,,,,
L01-299,2019,5,LANDRY,3,2,8081,05    238.689,33.9,52287.1,1.295,,,,
HOCP04-838,2010,5,ALLAINS,1,3,4533,82    269.400,16.8,25891.2,1.3,,,,
L01-283,2010,5,MAGNOLIA,2,1,5228,72    251.350,20.8,32003.9,1.3,,,,
L01-299,2010,5,BRUNSWICK,2,1,8090,67    218.790,37,56890.9,1.3,,,,
L01-299,2010,5,LANAUX,3,2,5746,96    278.160,20.7,31785.6,1.3,,,,
HOCP96-540,2011,3,IRS,2,1,7124,42    280.880,25.4,39022.5,1.3,,,,
HOCP96-540,2011,5,MARY,2,2,3066,80    315.050,9.7,14975.9,1.3,,,,
L01-283,2011,5,BONSECOUR,3,2,8163,15    273.160,29.9,45975.6,1.3,,,,
L01-283,2011,5,MAGNOLIA,2,1,6857,97    306.660,22.4,34405.2,1.3,,,,
L01-283,2011,5,RHEBERT,1,2,9176,89    311.520,29.5,45320.6,1.3,,,,
HOCP00-950,2013,5,ALLAINS,1,1,9630,95    317.750,30.3,46630.5,1.3,,,,
HOCP04-838,2013,5,GLENWOOD,3,2,5093,08    239.920,21.2,32658.8,1.3,,,,
L01-283,2013,5,RHEBERT,3,2,8931,50    293.300,30.5,46848.8,1.3,,,,
L99-226,2013,5,GLENWOOD,3,2,5429,52    280.110,19.4,29820.8,1.3,,,,
L03-371,2016,5,BONSECOUR,3,2,8077,75    310.052,26.1,40081.2,1.3,,,,
HOCP04-838,2014,5,MAGNOLIA,1,2,4530,73    244.480,18.5,28510.9,1.3,,,,
L01-299,2014,5,GLENWOOD,2,3,6972,31    270.569,25.8,39644.6,1.3,,,,
L03-371,2014,5,ALMA,3,3,7595,24    242.635,31.3,48158.6,1.3,,,,
HOCP04-838,2015,5,GLENWOOD,2,1,8633,91    311.069,27.8,42700.9,1.3,,,,
HOCP00-950,2016,5,ALMA,3,3,4244,55    285.968,14.8,22834.9,1.3,,,,
HOCP00-950,2016,5,FMARTIN,2,3,2649,01    288.980,9.2,14102.6,1.3,,,,
L01-283,2016,5,ALLAINS,1,2,5420,33    324.815,16.7,25672.9,1.3,,,,
L01-283,2015,5,FMARTIN,2,3,5679,42    311.229,18.2,28074.3,1.3,,,,
HOCP04-838,2016,5,FMARTIN,1,2,6255,23    345.470,18.1,27856,1.3,,,,
HOCP00-950,2017,5,MARY,2,2,4915,44    340.947,14.4,22180,1.3,,,,
HOCP04-838,2014,5,BRUNSWICK,1,2,5239,00    207.885,25.2,38771.4,1.3,,,,
HOCP04-838,2015,5,GLENWOOD,2,3,9963,85    324.180,30.7,47285.4,1.3,,,,
L01-283,2017,3,AFH,2,2,8059,32    293.823,27.4,42198.7,1.3,,,,
HOCP04-838,2019,3,AFH,3,1,4968,53    267.397,18.6,28586.2,1.3,,,,
HOCP04-838,2019,5,MARY,2,2,5229,01    223.876,23.4,35933.4,1.3,,,,
L01-299,2019,3,AFH,2,2,4247,67    250.468,17,26090.6,1.3,,,,
L99-233,2014,5,FMARTIN,2,1,5860,72    281.731,20.8,32003.9,1.3,,,,
HOCP04-838,2016,5,LANDRY,2,2,6491,32    312.045,20.8,32003.9,1.3,,,,
HOCP96-540,2019,3,AFH,3,2,667,75    188.671,3.5,5445,1.3,,,,
L99-226,2011,3,IRS,2,1,9099,20    332.780,27.3,41745,1.31,,,,
HOCP00-950,2011,5,MARY,1,3,5961,24    303.060,19.7,30030.8,1.31,,,,
HOCP04-838,2011,5,FMARTIN,2,3,7440,78    328.510,22.7,34580.2,1.31,,,,
L01-283,2011,5,MARY,2,2,8138,03    317.520,25.6,39129.7,1.31,,,,
L01-299,2011,5,GLENWOOD,3,2,11926,97    315.250,37.8,57760.8,1.31,,,,
L97-128,2011,5,LANAUX,3,3,5469,66    270.270,20.2,30897.3,1.31,,,,
L99-233,2011,5,GLENWOOD,3,2,8067,72    286.250,28.2,43029.2,1.31,,,,
HOCP04-838,2012,5,FMARTIN,2,2,6077,15    322.930,18.8,28730.9,1.31,,,,
HOCP96-540,2012,5,MARY,2,1,7647,93    295.130,25.9,39563,1.31,,,,
L01-283,2012,5,FMARTIN,2,2,7449,33    282.820,26.3,40212.9,1.31,,,,
L01-283,2016,5,ALLAINS,2,3,5952,79    339.351,17.5,26781.1,1.31,,,,
L99-226,2016,5,MAGNOLIA,1,1,5049,83    333.776,15.1,23098.2,1.31,,,,
HOCP04-838,2017,5,GLENWOOD,2,1,8669,57    244.757,35.4,54077.9,1.31,,,,
HOCP04-838,2015,5,BONSECOUR,3,3,6188,70    246.932,25.1,38263.1,1.31,,,,
L01-299,2015,5,RHEBERT,3,2,6000,82    243.573,24.6,37613.2,1.31,,,,
L99-233,2015,5,BONSECOUR,3,2,5946,17    259.275,22.9,35013.5,1.31,,,,
HOCP04-838,2016,5,BONSECOUR,3,3,6372,14    306.274,20.8,31763.9,1.31,,,,
L01-299,2016,5,FMARTIN,1,2,8665,04    362.142,23.9,36530,1.31,,,,
L01-283,2016,5,LANDRY,2,3,6826,95    303.310,22.5,34363.6,1.31,,,,
L01-283,2017,5,STJOHN,2,2,7772,67    345.327,22.5,34363.6,1.31,,,,
HOCP04-838,2019,5,STJOHN,3,2,6541,50    203.422,32.2,49095.2,1.31,,,,
L99-233,2014,5,MAGNOLIA,2,3,3350,36    275.761,12.1,18548.8,1.31,,,,
HOCP04-838,2015,5,RHEBERT,2,2,8076,64    268.963,30,45845.6,1.31,,,,
L01-299,2016,5,STJOHN,2,3,7530,63    345.463,21.8,33280.4,1.31,,,,
L01-299,2019,5,BRUNSWICK,3,1,11176,94    265.546,42.1,64260.1,1.31,,,,
HOCP04-838,2016,5,BRUNSWICK,1,3,3975,53    319.749,12.4,18982.1,1.31,,,,
HOCP04-838,2019,3,IRS,3,2,5996,39    234.603,25.6,39022.5,1.31,,,,
L01-299,2019,5,MARY,2,2,5864,57    207.028,28.3,43083.6,1.315,,,,
L99-233,2010,5,ALMA,2,1,5153,35    249.360,20.7,31312.6,1.32,,,,
L01-283,2011,5,ALMA,2,3,6833,16    236.470,28.9,43782.6,1.32,,,,
L03-371,2012,5,MAGNOLIA,1,1,7155,98    313.930,22.8,34537.6,1.32,,,,
L99-233,2012,5,BONSECOUR,3,1,7144,46    274.170,26.1,39482.6,1.32,,,,
L99-233,2012,5,MAGNOLIA,1,2,6785,52    305.280,22.2,33677.6,1.32,,,,
HOCP00-950,2013,5,GLENWOOD,2,2,5912,06    245.600,24.1,36472.6,1.32,,,,
L99-233,2013,5,ALMA,2,2,4851,03    196.880,24.6,37332.6,1.32,,,,
L01-283,2017,3,AFH,3,2,9019,41    305.761,29.5,44694.3,1.32,,,,
L01-283,2014,5,LANDRY,1,2,9719,62    341.389,28.5,43137.6,1.32,,,,
L99-233,2014,5,LANAUX,2,3,6569,38    269.726,24.4,36902.6,1.32,,,,
HOCP00-950,2015,5,ALLAINS,1,3,6948,40    348.172,20,30237.6,1.32,,,,
HOCP00-950,2015,5,ALLAINS,2,2,5958,68    348.078,17.1,25937.6,1.32,,,,
HOCP04-838,2015,5,ALMA,2,2,7954,98    256.405,31,47007.6,1.32,,,,
HOCP00-950,2016,5,GLENWOOD,2,1,5211,25    320.349,16.3,24647.6,1.32,,,,
HOCP04-838,2016,5,BRUNSWICK,2,1,3847,77    254.277,15.1,22927.6,1.32,,,,
HOCP96-540,2016,5,FMARTIN,2,2,4828,27    270.820,17.8,27012.6,1.32,,,,
L01-283,2016,5,BONSECOUR,2,2,5658,92    291.859,19.4,29377.6,1.32,,,,
L01-283,2016,5,BONSECOUR,2,3,5859,62    291.542,20.1,30452.6,1.32,,,,
L01-283,2016,5,GLENWOOD,2,2,6515,67    306.852,21.2,32172.6,1.32,,,,
HOCP04-838,2019,5,LANDRY,3,2,7557,89    279.386,27.1,40987.6,1.32,,,,
HOCP04-838,2019,5,MAGNOLIA,3,1,4762,55    308.935,15.4,23357.6,1.32,,,,
L01-283,2019,5,BRUNSWICK,2,3,5555,43    276.407,20.1,30452.6,1.32,,,,
L01-299,2019,5,ALLAINS,3,1,3642,40    262.892,13.9,20992.6,1.32,,,,
HOCP04-838,2019,5,LANDRY,1,3,3268,87    148.001,22.1,33338.4,1.325,,,,
L01-283,2010,5,ALLAINS,1,1,5478,15    300.060,18.3,27453.9,1.33,,,,
L01-299,2010,5,ALLAINS,2,2,7299,75    284.750,25.6,38549.8,1.33,,,,
L99-233,2010,5,FMARTIN,2,2,6421,94    274.850,23.4,35135.7,1.33,,,,
HOCP96-540,2011,5,MAGNOLIA,2,3,6301,19    332.230,19,28520.8,1.33,,,,
L01-283,2011,5,LANAUX,3,3,7179,22    318.880,22.5,33855.4,1.33,,,,
L97-128,2011,5,STJOHN,3,2,4606,10    285.590,16.1,24253.1,1.33,,,,
L01-283,2012,5,ALLAINS,3,1,6827,23    330.310,20.7,31081.4,1.33,,,,
L99-233,2012,5,BONSECOUR,3,3,7095,44    276.780,25.6,38549.8,1.33,,,,
L99-233,2012,5,BRUNSWICK,3,1,6594,58    211.570,31.2,46871.8,1.33,,,,
L99-233,2012,5,BRUNSWICK,3,3,3920,41    199.250,19.7,29587.7,1.33,,,,
L01-299,2013,3,AFL,2,2,8474,17    238.000,35.6,53542.5,1.33,,,,
HOCP00-950,2013,5,GLENWOOD,2,1,5537,48    252.320,21.9,33001.8,1.33,,,,
L99-233,2013,5,GLENWOOD,3,1,6232,99    293.500,21.2,31934.9,1.33,,,,
HOCP00-950,2015,5,RHEBERT,3,3,7189,22    293.432,24.5,36842.7,1.33,,,,
L01-299,2019,5,STJOHN,1,2,7491,25    316.767,23.6,35562.4,1.33,,,,
HOCP04-838,2015,5,ALMA,3,3,4612,56    236.130,19.5,29374.3,1.33,,,,
HOCP04-838,2016,5,FMARTIN,1,1,6337,78    324.450,19.5,29374.3,1.33,,,,
L01-283,2019,5,GLENWOOD,3,2,6813,71    257.247,26.5,39830.1,1.33,,,,
L01-283,2016,5,FMARTIN,1,2,7816,23    326.590,23.9,35989.2,1.33,,,,
HOCP04-838,2015,5,ALMA,2,1,8595,86    278.310,30.9,46445,1.33,,,,
L01-299,2016,5,ALMA,3,1,7840,96    261.065,30,45164.7,1.33,,,,
HOCP96-540,2016,5,ALLAINS,3,2,5523,20    319.934,17.3,25960.2,1.33,,,,
L01-299,2016,5,ALLAINS,1,1,3781,67    311.117,12.2,18278.4,1.33,,,,
L03-371,2016,5,BRUNSWICK,2,2,5656,32    298.229,19,28520.8,1.33,,,,
L01-299,2019,5,MAGNOLIA,1,2,5351,50    282.157,19,28520.8,1.33,,,,
L01-299,2015,5,GLENWOOD,2,3,7109,89    328.213,21.7,32575.1,1.33,,,,
L01-283,2015,5,ALLAINS,2,3,8561,39    339.604,25.2,37909.7,1.33,,,,
L01-299,2015,3,IRS,1,1,8048,83    289.939,27.8,41745,1.33,,,,
HOCP00-950,2015,5,ALLAINS,3,3,6224,50    338.311,18.4,27667.3,1.33,,,,
L01-283,2019,5,MARY,2,1,5017,85    209.651,23.9,35856.5,1.335,,,,
L01-299,2010,5,MAGNOLIA,2,3,6165,01    298.230,20.7,30853.7,1.34,,,,
L99-233,2010,5,GLENWOOD,2,2,7397,60    218.420,33.9,50550.2,1.34,,,,
HOCP00-950,2011,5,FMARTIN,2,1,5065,65    337.800,15,22382,1.34,,,,
HOCP96-540,2011,5,ALLAINS,2,2,7970,28    300.880,26.5,39537.1,1.34,,,,
L03-371,2011,5,FMARTIN,1,1,6197,31    347.500,17.8,26617.9,1.34,,,,
L03-371,2011,5,MAGNOLIA,2,3,7389,59    338.860,21.8,32548,1.34,,,,
L99-226,2011,5,MAGNOLIA,0,3,5322,49    248.930,21.4,31912.6,1.34,,,,
L99-233,2011,5,FMARTIN,2,1,7958,79    303.700,26.2,39113.5,1.34,,,,
L99-233,2011,5,GLENWOOD,0,1,12678,12    275.180,46.1,68764.3,1.34,,,,
HOCP04-838,2012,5,BRUNSWICK,2,1,8866,22    272.040,32.6,48644.1,1.34,,,,
HOCP04-838,2012,5,MARY,2,1,6604,20    277.560,23.8,35513.1,1.34,,,,
HOCP96-540,2012,5,ALLAINS,1,1,8101,41    326.840,24.8,36995.6,1.34,,,,
L01-283,2012,5,ALMA,2,3,6054,83    216.950,27.9,41655,1.34,,,,
L03-371,2012,5,FMARTIN,2,3,6551,54    321.340,20.4,30430.1,1.34,,,,
L03-371,2012,5,MAGNOLIA,1,3,6972,41    319.730,21.8,32548,1.34,,,,
L99-233,2012,5,ALLAINS,3,2,4380,72    286.700,15.3,22805.6,1.34,,,,
HOCP00-950,2013,5,LANAUX,3,2,7278,83    319.240,22.8,34030.5,1.34,,,,
HOCP04-838,2013,5,LANAUX,2,3,4985,84    288.760,17.3,25770.7,1.34,,,,
L01-283,2015,5,STJOHN,1,2,8455,99    307.679,27.5,41019.6,1.34,,,,
HOCP04-838,2016,5,ALLAINS,2,2,5574,61    339.604,16.4,24499.9,1.34,,,,
HOCP00-950,2018,5,BRUNSWICK,3,1,4605,08    218.274,21.1,31489,1.34,,,,
L99-233,2015,5,LANAUX,3,1,6243,92    239.559,26.1,38901.7,1.34,,,,
HOCP04-838,2017,3,AFH,3,1,6472,73    302.000,21.4,31989.3,1.34,,,,
HOCP04-838,2019,3,IRS,3,1,7651,97    278.121,27.5,41064.3,1.34,,,,
HOCP00-950,2015,5,ALLAINS,1,2,6900,97    348.172,19.8,29582.9,1.34,,,,
HOCP00-950,2016,5,BRUNSWICK,1,2,6147,91    336.693,18.3,27253.2,1.34,,,,
HOCP04-838,2015,5,BRUNSWICK,3,3,4516,15    268.169,16.8,25135.3,1.34,,,,
L01-283,2019,5,GLENWOOD,3,3,5755,12    265.638,21.7,32336.2,1.34,,,,
HOCP96-540,2016,3,IRS,2,1,6592,01    289.111,22.8,34031.2,1.34,,,,
HOCP00-950,2016,5,ALLAINS,1,1,2034,82    344.045,5.9,8827.4,1.34,,,,
L01-283,2016,5,RHEBERT,3,1,10023,41    291.071,34.4,51397.4,1.34,,,,
L99-226,2016,5,MARY,2,1,3915,20    230.542,17,25347.1,1.34,,,,
L99-233,2015,5,ALMA,3,2,6268,21    222.334,28.2,42078.6,1.34,,,,
L01-299,2018,5,BRUNSWICK,3,1,5387,27    190.131,28.3,42290.4,1.34,,,,
L03-371,2015,5,MAGNOLIA,2,3,5779,81    332.015,17.4,25982.5,1.34,,,,
L01-283,2019,5,MAGNOLIA,1,2,5021,85    290.845,17.3,25770.7,1.34,,,,
L03-371,2016,5,BRUNSWICK,3,1,4938,74    222.137,22.2,33183.4,1.34,,,,
HOCP04-838,2019,5,ALLAINS,2,3,3837,09    242.128,15.8,23652.8,1.34,,,,
HOCP04-838,2016,5,GLENWOOD,1,1,6570,54    257.703,25.5,38054.6,1.34,,,,
L01-299,2015,5,FMARTIN,2,1,3487,02    304.583,11.4,17087.3,1.34,,,,
HOCP04-838,2010,5,ALMA,2,2,4105,38    241.700,17,25163.6,1.35,,,,
HOCP04-838,2010,5,LANDRY,2,1,7571,64    223.540,33.9,50180,1.35,,,,
L01-299,2010,5,ALMA,3,2,6108,72    253.680,24.1,35674.7,1.35,,,,
L01-299,2010,5,FMARTIN,2,3,7567,86    319.930,23.7,35044,1.35,,,,
L97-128,2010,5,GLENWOOD,3,3,4185,27    232.790,18,26635.1,1.35,,,,
HO95-988,2011,5,LANAUX,3,3,4185,58    244.380,17.1,25373.8,1.35,,,,
HOCP00-950,2011,5,BRUNSWICK,3,2,7189,22    257.570,27.9,41350.7,1.35,,,,
HOCP04-838,2011,5,ALLAINS,2,2,7551,07    308.130,24.5,36305.3,1.35,,,,
L01-283,2011,5,LANAUX,3,2,9684,32    312.060,31,45975.6,1.35,,,,
L01-299,2011,5,ALMA,0,2,6186,44    246.730,25.1,37146.2,1.35,,,,
L01-299,2011,5,STJOHN,3,3,5490,07    274.980,20,29578.2,1.35,,,,
L03-371,2011,5,GLENWOOD,3,3,8812,51    312.550,28.2,41771.1,1.35,,,,
L97-128,2011,5,GLENWOOD,3,2,6466,49    252.190,25.6,37987.1,1.35,,,,
HOCP00-950,2012,5,STJOHN,2,1,7809,71    320.540,24.4,36095.1,1.35,,,,
L01-283,2012,5,MARY,2,2,9542,52    299.280,31.9,47236.9,1.35,,,,
L01-299,2012,5,ALMA,1,3,9705,31    270.830,35.8,53090,1.35,,,,
HOCP04-838,2013,5,RHEBERT,3,2,7548,55    299.360,25.2,37356.4,1.35,,,,
L01-283,2013,5,GLENWOOD,2,2,6453,93    220.040,29.3,43452.9,1.35,,,,
HOCP00-950,2015,5,FMARTIN,2,2,4580,44    333.809,13.7,20328.4,1.35,,,,
L01-299,2017,5,MAGNOLIA,2,1,5354,71    305.059,17.6,26004.4,1.35,,,,
HOCP04-838,2018,5,BRUNSWICK,3,3,3464,14    161.994,21.4,31680.4,1.35,,,,
L01-299,2019,3,AFH,1,2,5205,46    241.074,21.6,31989.3,1.35,,,,
L01-283,2019,5,MAGNOLIA,3,2,4592,79    321.414,14.3,21169.3,1.35,,,,
HOCP96-540,2016,5,LANDRY,1,3,6472,15    280.336,23.1,34203.1,1.35,,,,
L01-299,2017,5,BRUNSWICK,3,2,10301,93    287.297,35.9,53123.1,1.35,,,,
L01-299,2017,3,AFH,1,1,9018,67    297.432,30.3,44921.2,1.35,,,,
HOCP04-838,2015,5,ALLAINS,2,1,4887,41    305.613,16,23692,1.35,,,,
L01-283,2019,5,RHEBERT,2,2,5957,36    251.847,23.7,35044,1.35,,,,
L01-283,2016,5,BONSECOUR,3,2,5757,33    301.211,19.1,28316.9,1.35,,,,
HOCP04-838,2017,3,IRS,2,1,6819,37    287.291,23.7,35165.6,1.35,,,,
HOCP04-838,2014,5,LANAUX,2,3,6989,43    262.419,26.6,39458.7,1.35,,,,
L01-283,2016,5,BRUNSWICK,3,3,3780,14    230.246,16.4,24322.7,1.35,,,,
L01-283,2016,5,MAGNOLIA,1,1,4822,72    318.526,15.1,22430.7,1.35,,,,
HOCP04-838,2019,5,LANDRY,3,1,6501,64    285.118,22.8,33782.7,1.35,,,,
L01-283,2014,3,WES,3,1,9892,22    247.683,39.9,59169,1.35,,,,
HOCP04-838,2014,5,MAGNOLIA,1,1,6516,09    251.342,25.9,38407.6,1.35,,,,
L01-283,2017,3,STG,2,1,9353,91    293.657,31.9,47190,1.35,,,,
HOCP04-838,2018,3,STG,3,2,13335,66    294.193,45.3,67155,1.35,,,,
L01-299,2011,3,IRS,0,1,5980,61    265.520,22.5,33123.7,1.36,,,,
HOCP00-950,2011,5,GLENWOOD,3,3,7855,98    478.420,16.4,24148,1.36,,,,
HOCP04-838,2011,5,RHEBERT,3,1,5846,22    271.550,21.5,31660.3,1.36,,,,
HOCP04-838,2011,5,STJOHN,3,2,6084,10    302.540,20.1,29573.6,1.36,,,,
L03-371,2011,5,MARY,2,2,5995,47    338.770,17.7,26026.1,1.36,,,,
L99-233,2011,5,GLENWOOD,3,3,8265,92    266.330,31,45641.7,1.36,,,,
L99-233,2011,5,STJOHN,2,2,6805,01    243.780,27.9,41050.8,1.36,,,,
HOCP00-950,2012,5,ALLAINS,3,3,4846,05    349.480,13.9,20391.8,1.36,,,,
HOCP04-838,2018,5,LANAUX,1,2,10106,80    280.722,36,52945.3,1.36,,,,
L99-233,2014,5,GLENWOOD,2,3,5337,76    269.226,19.8,29156.2,1.36,,,,
